model,case_id,setting,validator_pass,expert_1_status,expert_1_D1_requirement_fidelity,expert_1_D2_architectural_grounding,expert_1_D3_formalization_adequacy,expert_1_D4_unsupported_content_control,expert_1_D5_reviewability,expert_1_score,expert_1_brief_reason,expert_1_error,expert_2_status,expert_2_D1_requirement_fidelity,expert_2_D2_architectural_grounding,expert_2_D3_formalization_adequacy,expert_2_D4_unsupported_content_control,expert_2_D5_reviewability,expert_2_score,expert_2_brief_reason,expert_2_error,avg_D1_requirement_fidelity,avg_D2_architectural_grounding,avg_D3_formalization_adequacy,avg_D4_unsupported_content_control,avg_D5_reviewability,combined_score,review_usable,strict_review_usable,end_to_end_usable,expert_disagreement
Llama-3.1-70B,Case430,system_4,true,ok,5,5,5,5,5,5.0000,"The added AGREE guarantee `door2 => cll` is placed on the correct `doors_int` component interface, exactly captures the one-way obligation in the requirement, and introduces no extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AGREE specification fully and accurately captures the requirement that cll is asserted whenever door2 is true, with no unsupported content, clear architectural grounding, and excellent reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case431,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a DPS-level guarantee on the existing `dps1` output that exactly states the required 0..100 bound with no invented behavior and is straightforward to inspect.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly bounding the dps1 output within the specified range [0, 100] and is well-grounded in the AADL architecture with clear, reviewable formalization.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case432,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an invariant guarantee on the existing `DPS.dps2` output that exactly matches the required 0..100 bound and is straightforward to inspect in context.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully captures the requirement that the dps2 output be bounded between 0 and 100, is correctly grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is easily reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case433,system_4,true,ok,4,5,4,5,5,4.4500,"The artifact cleanly grounds an AGREE environment assumption on `ECAM.info_door1 = true`, matching the main intent, though it leaves the vague 'operate under' phrasing only implicitly covered by the existing Boolean port type and assumption semantics.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement by correctly asserting that info_door1 is always true, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is clearly structured and reviewable.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
Llama-3.1-70B,Case434,system_4,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the methane bound requirement or ground any formalization in the provided AADL architecture, though it also introduces no unsupported content.",,ok,4,5,4,5,5,4.4500,"The artifact correctly captures the bounding requirement for MethaneLevel within the specified range, is fully grounded in the AADL context, and is formally expressed with minor room for improvement in completeness.",,2.5000,3.0000,2.5000,5.0000,3.0000,2.9250,false,false,false,true
Llama-3.1-70B,Case435,system_4,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct PumpCtrl thread and directly states that WaterAlarm is always constrained between 0 and 100, matching the requirement without adding extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately reflects the requirement by correctly bounding the WaterAlarm output within the specified range [0, 100] in the PumpCtrl thread, with clear grounding in the AADL architecture and fully reviewable structure.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case436,system_4,true,ok,5,5,5,5,5,5.0000,The artifact places a clear AGREE guarantee on the correct WaterLevelMonitoring output port and exactly captures the required invariant that WaterAlarm stays within 0 to 100 at each evaluation step.,,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately reflects the requirement by correctly bounding the WaterAlarm output within the specified range [0, 100] in the WaterLevelMonitoring thread, with clear grounding in the AADL architecture and no unsupported or extraneous content.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case437,system_4,true,ok,5,5,5,5,5,5.0000,"The artifact adds a single AGREE guarantee on the existing Compas.Compas_Output port that exactly enforces the required inclusive range as an invariant, with no invented behavior or unclear edits.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement with correct architectural grounding, complete formalization, no unsupported content, and clear reviewability.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case438,system_4,false,ok,5,5,4,5,5,4.8000,"The artifact places a clear guarantee on the correct Pression output with the exact inclusive 0.0 to 100.0 bounds, though the separate property alias is a minor AGREE-formulation concern.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement with correct architectural grounding, complete formalization, no unsupported content, and clear reviewability.",,5.0000,5.0000,4.5000,5.0000,5.0000,4.9000,true,true,false,false
Llama-3.1-70B,Case439,system_4,true,ok,5,5,5,5,5,5.0000,The artifact places a clear AGREE guarantee on the existing Tension.T_Output port that exactly enforces the required inclusive 0 to 100 bound at each evaluation step without adding unsupported behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately reflects the requirement by correctly bounding the T_Output signal within the specified range [0, 100] in the Tension device, with clear and grounded formalization.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case440,system_4,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not formalized or grounded in the architecture, though no unsupported content was introduced.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the bounding requirement for V_Air_Output with appropriate range constraints, is fully grounded in the AADL context, uses clear and complete formalization, contains no unsupported content, and is highly reviewable.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Llama-3.1-70B,Case441,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds a grounded AGREE assumption on Nav_Stab_Control_Proc.Compas_Input that exactly matches the required environmental bounds without inventing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately reflects the requirement by correctly specifying the bounded input condition for Compas_Input within the Nav_Stab_Control_Proc component, and all formalization elements are well-grounded, complete, and clearly expressed.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case442,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly adds an AGREE assumption on the existing Nav_Stab_Control_Proc.P_Input port that exactly matches the required environment bounds without introducing extra behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly expressing the bounded input condition for P_Input, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case443,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an environment assumption on Compteur's existing Data_AilL_Input port with exactly the stated inclusive bounds and no added behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately reflects the requirement by correctly bounding the Data_AilL_Input port within the specified range [0, 100], is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case444,system_4,true,ok,5,4,5,4,4,4.5500,"The artifact correctly encodes the required environmental bound on Compteur.Data_AilR_Input as an AGREE assumption, but it includes a minor unsupported self-package import/comment that slightly weakens grounding and review cleanliness.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately reflects the requirement by correctly bounding the Data_AilR_Input port within the specified range, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,5.0000,4.5000,5.0000,4.5000,4.5000,4.7750,true,true,true,false
Llama-3.1-70B,Case445,system_4,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it neither captures the required bound on Compteur.Data_AilL_Output nor grounds or formalizes it in the provided architecture, though it also introduces no unsupported content.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the bounding requirement for Data_AilL_Output with appropriate range constraints, is fully grounded in the AADL context, uses adequate formalization, contains no unsupported content, and is highly reviewable.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Llama-3.1-70B,Case446,system_4,true,ok,5,5,5,5,5,5.0000,The artifact adds a clear AGREE guarantee on the correct Compteur output port that exactly captures the required 0 to 100 bound as an always-enforced invariant.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement by correctly bounding the Data_AilR_Output port within the specified range [0, 100], is fully grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case447,system_4,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct Compteur component, uses the exact referenced ports, and directly formalizes the required per-step equality without adding unsupported behavior.",,ok,5,5,5,5,5,5.0000,"The AGREE guarantee correctly and precisely enforces that Data_AilL_Output equals Data_AilL_Input at each evaluation step, using only the ports and types defined in the AADL context without adding any unsupported elements.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case448,system_4,true,ok,5,4,5,5,4,4.6500,"The guarantee correctly states that Compteur's Data_AilL_Output equals Data_AilL_Input plus Data_AilR_Input, using the right ports and scope, with only a minor grounding/reviewability concern from the unnecessary self-reference in the package imports.",,ok,5,5,5,5,5,5.0000,"The AGREE guarantee correctly and completely formalizes the requirement that Data_AilL_Output equals the sum of Data_AilL_Input and Data_AilR_Input, using only existing ports and types from the AADL context without adding unsupported elements.",,5.0000,4.5000,5.0000,5.0000,4.5000,4.8250,true,true,true,false
Llama-3.1-70B,Case449,system_4,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE artifact was provided, so the requirement is not captured, nothing is grounded in the architecture, and there is no formal content to review.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's bounded input/output envelope for Data_AilL_Input and Data_AilL_Output, is well-grounded in the AADL context, uses appropriate formal constructs, contains no unsupported content, and is clearly structured and easy to review.",,3.0000,3.0000,3.0000,5.0000,3.0000,3.2000,false,false,false,true
Llama-3.1-70B,Case450,system_4,true,ok,5,5,5,4,4,4.8000,"The artifact correctly formalizes the required threshold behavior on the existing Compteur ports, but it adds a redundant second guarantee that does not change meaning and slightly reduces cleanliness.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,4.5000,4.5000,4.9000,true,true,true,false
Llama-3.1-70B,Case451,system_4,true,ok,4,5,4,5,5,4.4500,"The artifact correctly grounds an AGREE assumption on Servo.Data_Input with the required bounds, though it models the environmental constraint more directly than the broader phrasing that Servo operates under that bounded condition.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately reflects the requirement by correctly bounding the Data_Input port of the Servo component within the specified range, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is clearly structured for review.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
Llama-3.1-70B,Case452,system_4,false,ok,1,1,1,5,1,1.4000,"No generated AADL+AGREE content is present, so the requirement is not captured, nothing is grounded in the architecture, and there is no formalization to review.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the requirement's bounds on Cde_AileronL_Output with appropriate temporal and value constraints, is fully grounded in the AADL context, uses clear and complete formalization, contains no unsupported content, and is highly reviewable.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Llama-3.1-70B,Case453,system_4,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to the correct process and directly states the required invariant that Cde_AileronR_Output remains within [0, 100] at all evaluation steps.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement's bounds on Cde_AileronR_Output, is well-grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case454,system_4,false,ok,1,1,1,5,1,1.4000,"The generated artifact is empty, so it does not capture the required bound on Interruption_Envoi_Servo.Data_Output, provides no architecture-grounded formalization, but also introduces no unsupported extra content.",,ok,4,5,5,5,5,4.6500,"The artifact correctly captures the bounded nature of Data_Output with range [0,100] and is well-grounded in the AADL context, though it could better emphasize the 'every evaluation step' constraint.",,2.5000,3.0000,3.0000,5.0000,3.0000,3.0250,false,false,false,true
Llama-3.1-70B,Case455,system_4,false,ok,5,4,5,4,4,4.5500,"The artifact cleanly captures the required environment assumption `Radio_Ok_Input = true` on the correct component and port, though the extra trailing property-set stub introduces a minor grounding and reviewability concern.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement by correctly modeling the Boolean input condition on Radio_Ok_Input and grounding it in the architecture, with clear and reviewable formalization.",,5.0000,4.5000,5.0000,4.5000,4.5000,4.7750,true,true,false,false
Llama-3.1-70B,Case456,system_4,true,ok,5,5,5,5,5,5.0000,"The AGREE guarantee is attached to process A, references the real Alpha3 output, and cleanly states the exact 0 to 100 bound that AGREE interprets at each evaluation step.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement that Alpha3 be bounded between 0 and 100, is well-grounded in the AADL context, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case457,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an environment assumption on B's actual input port Beta3 with the exact inclusive bounds and no added behavior.,,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures the requirement that Beta3 must be bounded between 0 and 100, is correctly grounded in the AADL architecture, uses appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case458,system_4,true,ok,5,5,5,5,5,5.0000,"The artifact cleanly adds an AGREE guarantee on the correct thread and port, exactly capturing the required invariant that Data_Out stays within [0,100] at each evaluation step without inventing extra behavior.",,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately captures the requirement's bounds on Data_Out, correctly references the Computation_Th thread, and is clear, grounded, and formally adequate.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Llama-3.1-70B,Case459,system_4,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the requirement as an AGREE assumption on Producer_Th.Data_In with the exact stated bounds and no unsupported additions.,,ok,5,5,5,5,5,5.0000,"The generated AGREE artifact fully and accurately reflects the requirement by correctly specifying the bounded input condition for Data_In in the Producer_Th component, with clear grounding in the AADL architecture and no unsupported content.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Qwen3-Coder-30B,Case001,system_5,true,ok,5,5,5,5,5,5.0000,The artifact cleanly encodes the full altitude/longitude decision logic and the internal tie-direction boolean using only valid TCAS-local ports from the given architecture.,,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement with correct formalization, proper architectural grounding, no unsupported content, and clear structure.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Qwen3-Coder-30B,Case002,system_5,true,ok,5,5,5,5,5,5.0000,"The artifact cleanly encodes all three altitude cases and the required internal tie-break variable using only valid TCAS_singleton ports and a straightforward, reviewable AGREE annex.",,ok,5,5,5,5,5,5.0000,"The artifact fully and accurately captures the requirement, is well-grounded in the AADL context, uses complete and appropriate formalization, contains no unsupported content, and is highly reviewable.",,5.0000,5.0000,5.0000,5.0000,5.0000,5.0000,true,true,true,false
Qwen3-Coder-30B,Case003,system_5,true,ok,2,4,1,2,4,2.5000,"The artifact is placed on the correct GeoFence component and sets timeToFailure to 9.5, but it omits the required recursive variable, distanceFromFence computation via geofence_nodes.circleLinearization, and the post-recovery monotonicity guarantee while adding an unsupported timeToRecovery bound assumption.",,ok,3,5,2,2,4,3.3000,"The artifact partially addresses the requirement by setting timeToFailure to 9.5 but omits the recursive variable t, distanceFromFence computation, and the specified behavior for t > 1.7, while correctly grounding in the AADL context.",,2.5000,4.5000,1.5000,2.0000,4.0000,2.9000,false,false,false,false
Qwen3-Coder-30B,Case004,system_5,true,ok,2,4,2,2,5,2.8000,"The artifact is easy to inspect and mostly placed on the right component, but it misses the required `geofence_nodes::circleLinearization(t)` computation, invents unsupported recurrences for `t` and `distanceFromFence`, and likely uses the wrong trigger for the post-1.7 monotonicity condition.",,ok,3,5,3,2,4,3.5000,"The artifact partially captures the requirement with incorrect logic for variable updates and an unsupported calculation for distanceFromFence, while being well-grounded architecturally and mostly reviewable.",,2.5000,4.5000,2.5000,2.0000,4.5000,3.1500,false,false,false,false
Qwen3-Coder-30B,Case005,system_5,true,ok,2,3,2,2,4,2.4500,"The artifact is easy to inspect and uses real GCAS ports, but it omits the required height variable and kinematicLinearization call, models output settings as assumptions, and incorrectly uses timeToRecovery rather than simulation time, making the key guarantees semantically weak and likely vacuous.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor issues in the temporal logic formulation and a slight mismatch in the height variable declaration, but is well-grounded, formalized, and reviewable.",,3.0000,4.0000,3.0000,3.5000,4.5000,3.4500,false,false,false,true
Qwen3-Coder-30B,Case006,system_5,true,ok,3,5,3,5,5,3.9000,"The artifact correctly formalizes the minimum timeToFailure and the recovery-sum inequality using grounded Supervisor ports, but it omits the required composite_nodes concurrencyFactor computations and the assignments to p1, p2, and p3.",,ok,4,5,4,5,5,4.4500,"The artifact correctly captures the core requirement about timeToFailure being the minimum of subsystems' timeToFailure values and the constraint that it exceeds the sum of recovery times, though it omits the concurrency factor calculation and assignment to p1, p2, p3, which are part of the requirement.",,3.5000,5.0000,3.5000,5.0000,5.0000,4.1750,true,true,true,false
Qwen3-Coder-30B,Case007,system_5,true,ok,3,5,3,2,5,3.6000,"The artifact correctly defines the minimum timeToFailure and the recovery-sum bound using valid Supervisor ports, but it replaces the required composite_nodes::concurrencyFactor calls with unsupported boolean comparisons for p1, p2, and p3.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor omissions in the concurrency factor calculation and a slight mismatch in the timeToFailure bound expression, but is well-grounded, formally adequate, and highly reviewable.",,3.5000,5.0000,3.5000,3.5000,5.0000,4.0250,true,true,true,false
Qwen3-Coder-30B,Case008,system_5,true,ok,3,5,2,5,5,3.7000,"All referenced TCAS ports and numeric bounds are correctly captured and well scoped, but the key constancy hypothesis is formalized as the tautology nearestIntruderAltitude = nearestIntruderAltitude rather than as a temporal invariance over the simulation.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully and accurately captures all conditions specified in the requirement, is well-grounded in the AADL context, uses appropriate formal constructs, contains no unsupported content, and is highly reviewable.",,4.0000,5.0000,3.5000,5.0000,5.0000,4.3500,true,true,true,true
Qwen3-Coder-30B,Case009,system_5,true,ok,3,5,2,5,5,3.7000,"The assumptions are placed on the correct TCAS_singleton ports and the positivity/range constraints match the requirement, but the constancy requirement is incorrectly encoded as a tautology instead of a temporal invariant.",,ok,5,5,5,5,5,5.0000,The artifact fully and accurately formalizes all environmental hypotheses from the requirement using correctly scoped AADL ports and AGREE assume clauses with no unsupported additions.,,4.0000,5.0000,3.5000,5.0000,5.0000,4.3500,true,true,true,true
Qwen3-Coder-30B,Case010,system_5,true,ok,4,3,3,2,4,3.3500,"It captures the constants and the critical-trigger guarantee, but it puts implementation-specific behavior on the component and invents an extra `verticalAcceleration` argument and redundant assumptions not required by the requirement.",,ok,5,5,5,5,5,5.0000,"The artifact fully satisfies the requirement with correct formalization, proper architectural grounding, no unsupported content, and clear structure.",,4.5000,4.0000,4.0000,3.5000,4.5000,4.1750,true,true,true,true
Qwen3-Coder-30B,Case011,system_5,true,ok,3,4,3,2,4,3.2500,"It captures the GCAS_Monitor constants, height-based computation, and trigger guarantee on the correct component, but the extra height argument and unsupported assumptions materially distort the intended semantics.",,ok,4,5,4,3,5,4.2500,"The artifact mostly captures the requirement but incorrectly uses 'assume' instead of 'guarantee' for the altitude conditions, and includes an unsupported constant '0.0' in the height function call.",,3.5000,4.5000,3.5000,2.5000,4.5000,3.7500,false,false,false,true
Qwen3-Coder-30B,Case012,system_5,true,ok,2,2,2,2,4,2.2000,"The artifact is easy to inspect, but it substitutes unrelated GCAS_Monitor ports for the required distance inputs, encodes the roll-rate assumption as a tautology with no variable, and fails to formalize that outImpact and outRecovery stay constant while active.",,ok,3,4,3,3,4,3.3500,"The artifact partially captures the requirement with incorrect variable usage and logical structure, but is mostly grounded and reviewable.",,2.5000,3.0000,2.5000,2.5000,4.0000,2.7750,false,false,false,true
Qwen3-Coder-30B,Case013,system_5,false,ok,2,3,2,3,4,2.5500,"The artifact clearly adds AGREE clauses on GCAS_Monitor outputs, but it omits the required vertDistance/horzDistance-to-collision-avoidance guarantee and replaces the roll-rate assumption with an ungrounded tautology.",,ok,3,5,2,3,4,3.4000,"The artifact partially captures the requirement by addressing output initialization and constancy but fails to model the core TCB logic and collision avoidance state transition, and uses an incorrect roll rate assumption.",,2.5000,4.0000,2.0000,3.0000,4.0000,2.9750,false,false,false,false
Qwen3-Coder-30B,Case014,system_5,true,ok,2,5,2,3,5,3.1500,"The artifact is well tied to ACAS_Monitor and correctly uses the distance and output ports, but it only captures the threshold-to-true condition and incorrectly replaces the required zero-to-constant transition/constant-setting behavior with unconditional outImpact=8.0 and outRecovery=5.0 guarantees.",,ok,4,5,4,5,5,4.4500,"The artifact mostly captures the requirement with minor issues in temporal behavior and guarantee formulation, but is well-grounded, formally adequate, and highly reviewable.",,3.0000,5.0000,3.0000,4.0000,5.0000,3.8000,false,false,false,true
Qwen3-Coder-30B,Case015,system_5,true,ok,3,5,3,3,5,3.7000,"The artifact is well anchored to ACAS_Monitor and its ports, but it misses the required 0.0-to-constant transition behavior and instead over-strengthens outImpact and outRecovery to be always 8.0 and 5.0.",,ok,4,5,4,5,5,4.4500,"The artifact correctly captures most of the requirement's intent with minor issues in temporal behavior and guarantee formulation, but is well-grounded in the architecture and highly reviewable.",,3.5000,5.0000,3.5000,4.0000,5.0000,4.0750,true,true,true,false
Qwen3-Coder-30B,Case016,system_5,true,ok,2,5,2,2,4,2.9500,"The artifact uses valid Aviate_Decider ports, but it only partially encodes the dynamic ACAS/GCAS choice, invents an unsupported recovery-time test and 1/0 mapping, and omits the required numberServicesTrue count, >=2 gating, and static-priority fallback.",,ok,4,5,4,5,5,4.4500,"The artifact largely captures the requirement with minor issues in the dynamic decision logic and omits the 'numberServicesTrue' variable, but is well-grounded in the architecture and highly reviewable.",,3.0000,5.0000,3.0000,3.5000,4.5000,3.7000,false,false,false,true
Qwen3-Coder-30B,Case017,system_5,true,ok,2,4,2,2,4,2.7000,"It correctly counts the six request inputs, but it invents a recovery threshold and integer decision encoding, applies the dynamic decision globally instead of only when numberServicesTrue >= 2, and never formalizes the required static priority fallback.",,ok,3,5,2,2,4,3.3000,"The artifact correctly defines numberServicesTrue and uses the right ports, but fails to implement the required priority-based default when numberServicesTrue < 2, instead forcing binary output (0 or 1) without specifying which priority value to use, and introduces an unsupported threshold of 1.0 without justification.",,2.5000,4.5000,2.0000,2.0000,4.0000,3.0000,false,false,false,false
Qwen3-Coder-30B,Case018,system_5,true,ok,3,4,3,3,5,3.4500,"The artifact cleanly adds a local AGREE contract on GCAS_Recovery and captures the altitude-safety intent, but it misses the required gcasDynamics3 recursive computation and collapses the distinct initial/final time assumptions into a single outTime constraint.",,ok,4,5,4,5,5,4.4500,"The artifact correctly captures the core requirement with minor omissions in specifying the recursive computation and the gcasDynamics3 function, but is well-grounded, formally adequate, and highly reviewable.",,3.5000,4.5000,3.5000,4.0000,5.0000,3.9500,false,false,false,true
Qwen3-Coder-30B,Case019,system_5,true,ok,2,4,2,4,4,2.9000,"The artifact cleanly adds a local AGREE contract over existing GCAS_Recovery ports, but it misses the required gcasDynamics3 recursive invocation and collapses separate initial/final time assumptions into a single outTime constraint.",,ok,4,5,3,5,5,4.2500,"The artifact correctly grounds the requirement in the AADL architecture and captures the assumptions and guarantee, but omits the recursive computation via gcasDynamics3 function, which is a core behavioral requirement.",,3.0000,4.5000,2.5000,4.5000,4.5000,3.5750,false,false,false,true
Qwen3-Coder-30B,Case020,system_5,true,ok,2,5,2,2,4,2.9500,"The artifact is well attached to the `temperature_sensor` and `dataout` port, but it weakens the required output-range obligation into an assumption and its invented always-true `initialized` variable makes `k` stay at 10 instead of updating by the specified previous-state rule.",,ok,4,5,4,4,5,4.3500,"The artifact mostly captures the requirement with minor issues in the state update logic and lacks explicit initialization handling, but is well-grounded, formally adequate, and highly reviewable.",,3.0000,5.0000,3.0000,3.0000,4.5000,3.6500,false,false,false,true
Qwen3-Coder-30B,Case021,system_5,false,ok,3,4,2,3,4,3.1500,"The artifact is attached to the correct component and captures the intended range and `dataout = k` relation, but its recurrence is formally flawed because `pre(k)` is used without an initial guard, the initial value is modeled as an `assume`, and the added `k_next`/unused `k_init` structure is not directly supported by the requirement.",,ok,5,5,5,5,5,5.0000,"The artifact fully captures the requirement's behavior for k and dataout, correctly grounds all elements in the AADL architecture, and expresses the update rule and constraints with precise, appropriate AGREE constructs.",,4.0000,4.5000,3.5000,4.0000,4.5000,4.0750,true,true,false,true
Qwen3-Coder-30B,Case022,system_5,true,ok,4,5,4,5,5,4.4500,"The artifact is well grounded and reviewable, correctly formalizes the request/temperature conditions using the existing `command.impl` fields, but it slightly weakens the requirement’s stated assertion style by expressing the output constraints as guarantees.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully satisfies the requirement with correct logical expressions, proper architectural grounding, and clear, reviewable structure.",,4.5000,5.0000,4.5000,5.0000,5.0000,4.7250,true,true,true,false
Qwen3-Coder-30B,Case023,system_5,false,ok,5,5,5,4,5,4.9000,"The artifact cleanly defines the two requested controller variables and the required one-way output constraints using architecture-grounded fields, with only a minor semantic ambiguity from reusing `user_request.heater_on` and `user_request.cooler_on` as command indicators.",,ok,5,5,5,5,5,5.0000,"The generated AADL+AGREE artifact fully captures the requirement with accurate formalization, proper architectural grounding, no unsupported content, and clear structure.",,5.0000,5.0000,5.0000,4.5000,5.0000,4.9500,true,true,false,false
Qwen3-Coder-30B,Case024,system_5,false,ok,3,2,1,1,2,2.0500,"The implementation connections already satisfy the routing and immediate-timing requirement, but the added AGREE annexes are mis-scoped, omit c2/c3, and introduce unsupported equalities such as `tempout = tempin1`/`tempin2` that are not grounded in the requirement.",,ok,4,5,3,3,4,3.9500,"The artifact mostly aligns with the requirement but introduces incorrect signal flow assumptions and incomplete formalization, while being well-grounded in the AADL context and mostly reviewable.",,3.5000,3.5000,2.0000,2.0000,3.0000,3.0000,false,false,false,true
Qwen3-Coder-30B,Case025,system_5,true,ok,4,4,2,2,4,3.4000,"The required c0 and c1 routing in temp_control.i is present and grounded in the architecture, but the added AGREE annex is misplaced, largely tautological, and introduces unsupported behavior by forcing voter.tempout = tempin1.",,ok,4,5,3,4,5,4.1500,"The artifact correctly models the signal routing from temp1 to voter.tempin1 via c0 and temp2 to voter.tempin2 via c1, but the AGREE guarantees are overly simplistic and do not fully capture the intended signal flow behavior.",,4.0000,4.5000,2.5000,3.0000,4.5000,3.7750,false,false,false,false
